show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
ts238297,TV Show,4th and Forever: Muck City,,,US,,2020,,1 Season,"drama, documentation, sport","4th and Forever: Muck City is a TV series starring Anquan Boldin, Demir Boldin, and Sean Boyce Johnson. Two Florida high schools battle for supremacy on the gridiron in a community that's produced more NFL stars than anywhere else..."
tm987508,Movie,Don't Let The Pigeon Do Storytime,,,US,,2020,,56 min,"family, comedy",A collection of live readings and sketch comedy inspired by Mo Willems' series of Pigeon books.
tm1020165,Movie,Amaraica,,,US,,2020,,93 min,drama,"An undocumented immigrant, Roberto, seeks a way to become lawful, but all efforts are put on hold when he becomes a new father at the onset of the US government's 'Zero Tolerance' child separation policy at the US / Mexico border."
tm896307,Movie,Si,,,US,,2020,,10 min,european,"After a varsity baseball game, an Asian-American boy navigates his day through seemingly innocent jokes and play."
tm884668,Movie,The Foquita: El 10 de la Calle,,,PE,,2020,PG-13,90 min,"drama, comedy",The story of famous Peruvian soccer player Jefferson Farfán is recounted from his troubled childhood to the World Cup in 2018.
ts229422,TV Show,Mia's Magic Playground,,,US,,2020,,2 Seasons,animation,"Mia and her two best friends, Oskar and Tilde, as they go into their imaginary land to find creative solutions and learn life lessons that can be applied in the real world."
tm856751,Movie,Whitmer Thomas: The Golden One,,,,,2020,,63 min,"comedy, documentation","Thomas reflects on his Alabama childhood and his identity as an “aging emo kid” in LA through stories and songs on topics like dating, drinking, family and his mom’s legacy."
tm825445,Movie,Saudi Women's Driving School,,,GB,,2019,,65 min,documentation,Saudi women embrace a new way of life and the freedom that comes from being behind the wheel when they are allowed to drive legally for the first time.
ts223534,TV Show,Dynamic Genomes,,,"US, JP",,2019,,1 Season,,"Cutting-edge research has found genes are much more flexible than we think. They can change over surprisingly short periods of time, with dramatic effects. Take a journey inside the human body to learn about the mysterious genes that make you who you are."
tm864750,Movie,Fandango at the Wall,,,"MX, US",,2020,,92 min,"documentation, music","Fandango at the Wall follows Afro Latin Jazz Orchestra founder/conductor Arturo O'Farrill to the remotest regions of Veracruz, Mexico, where he meets and jams with the masters of son jarocho. Son jarocho is 300-year-old folk music rooted in the land that combines African, Indigenous and Spanish traditions. After Arturo's inspiring journey to a place where time seems to stands still, he and his orchestra join the masters of son jarocho at the border between the United States and Mexico for a son jarocho music and dance festival called Fandango Fronterizo (founded by Jorge Francisco Castillo). The festival takes place simultaneously on both sides of the United States/Mexican border transforming this object that divides to one that unites. With a poetic musical approach inspired by the son jarocho tradition, Fandango at the Wall reveals a Mexico seldom depicted, and delves into the current mass human migrations spurred by violence, poverty, and corruption."
ts240241,TV Show,Science vs Terrorism,,,,,2019,,1 Season,documentation,Researchers are pushing the boundaries of their fields to develop more accurate and efficient responses against international terrorism.
tm483047,Movie,Sterling,,,,,2019,,20 min,drama,"Olive returns to her high school as it reopens two weeks after the mass shooting that shocked and brutalized this small West Texas town. Olive and her classmates, their parents, and the school's employees and teachers each must find some way to take the first steps to move forward as a community."
tm462003,Movie,Huracán,,,US,,2020,,103 min,"drama, thriller","Alonso Santos, an aspiring mixed martial arts fighter from Miami, struggles to make it into the professional MMA circuit as he battles with Multiple Personality Disorder."
tm834379,Movie,The Woodstock Bus,,,US,,2019,PG,79 min,documentation,"Woodstock-the most famous rock concert in history. At the center of it all, a psychedelic symbol-covered Volkswagen bus called Light. Join the race to solve a 50-year-old mystery, find a lost bus that became an iconic emblem of a generation, and restore it in time for a trip back to Woodstock."
ts224490,TV Show,Bright Now,,,US,,2019,,1 Season,,"Timely and intriguing short stories about science & tech, history, global issues and the personalities at the center of it all."
tm843682,Movie,Lil Rel Howery: Live in Crenshaw,,,US,,2019,,64 min,comedy,"Known for his well-crafted storytelling and hilarious impressions of the myriad characters he encounters in life, Lel Rel Howery draws on his personal experiences in his relatable, uproarious stand-up. Howery's HBO stand-up comedy debut was filmed before a live audience at Susan Miller Dorsey High School in Los Angeles."
tm824228,Movie,Buzz,,,US,,2019,PG,90 min,"documentation, comedy","Follows Pulitzer prize-winning reporter and author, Buzz Bissinger, as he experiences a sexual awakening while collaborating with Caitlyn Jenner on her tell-all memoir."
tm929810,Movie,Yun,,,CL,,2020,,17 min,drama,"Yun is grounded by her father for spending three days away from home for breaking family traditions. In her stoic nocturnal journey through the streets, malls and service centers, Yun experiences an accelerated maturity, of which she only realizes when she returns and faces her father."
tm463451,Movie,Any One of Us,,,"US, CA, MX, NL",,2019,,88 min,documentation,"When professional mountain biker Paul Basagoitia suffers a devastating spinal cord injury (SCI), his life is changed in an instant. Discovering that he's become paralyzed, Paul begins a grueling battle against his own body and mind, in the hope of one day being able to walk again. A chorus of other diverse SCI survivors weaves through the film, shining light on the struggles that Paul now faces."
tm461377,Movie,Oprah Winfrey Presents: After Neverland,,,US,,2019,PG-13,58 min,documentation,"Oprah Winfrey hosts a conversation featuring Wade Robson and James Safechuck, alongside Leaving Neverland director Dan Reed, before an audience of survivors of sexual abuse and others whose lives have been impacted by it."
tm1002386,Movie,D-Day: Wings of Victory,,,FR,,2020,,52 min,"documentation, history",Could the Allies have won the war without aviation? Discover what went on behind the scenes of the historical air battle in Normandy.
tm985635,Movie,Under The Grapefruit Tree: The CC Sabathia Story,,,US,,2020,,67 min,documentation,"In his own words, Sabathia narrates his story. As the highs and lows of his last season are chronicled, Sabathia looks back on his legacy as one of the game’s pre-eminent pitchers, as well as the profound challenges that shaped him, including his longtime battle with addiction that came to a head in 2015 while playing for the Yankees."
tm934422,Movie,Linda and the Mockingbirds,,,US,,2020,,60 min,"documentation, music","A road movie with music. A song-soaked, foot-stomping trip straight to the heart of what it means to be Mexican, and to be American, and the complex joy of being both at the same time."
tm1062872,Movie,"Extinction: Going, Going, Gone",,,,,2020,,50 min,,Countless animals from across the globe currently face extinction; if we are to stem the tide we must understand the lifestyles and habitats of the awe-inspiring creatures currently in danger.
tm1108053,Movie,Unmothered,,,,,2020,,17 min,,"Priyanka Agrawal is a politically active and foul mouthed Indian American college student. After her mother tragically dies, she is forced to go to India to scatter her ashes, and in the process, finds a new sense of self."
tm1079301,Movie,Scandalous: The Untold Story of the National Enquirer,,,US,,2019,,97 min,documentation,"The sensational true story of the most infamous tabloid in US history, a wild, probing look at how one newspaper's prescient grasp of its readers' darkest curiosities led it to massive profits and influence."
tm892008,Movie,Bittu,,,IN,,2020,,17 min,drama,"When adversity strikes, the future may depend on Bittu, a defiant young girl with a brilliantly foul tongue."
tm921104,Movie,Seeing America with Megan Rapinoe,,,US,,2020,,30 min,documentation,"World champion soccer player and trailblazing activist Megan Rapinoe hosts a fearless conversation with Representative Alexandria Ocasio-Cortez, Pulitzer Prize-winning journalist Nikole Hannah-Jones, and acclaimed television host Hasan Minhaj. Watch these change-makers come together to talk about the challenges we face as a nation."
